category,text
positive,"RNA interference-mediated knockdown of eye coloration genes in the western tarnished plant bug (Lygus hesperus Knight). Insect eye coloration arises from the accumulation of various pigments. A number of genes that function in the biosynthesis (vermilion, cinnabar, and cardinal) and importation (karmoisin, white, scarlet, and brown) of these pigments, and their precursors, have been identified in diverse species and used as markers for transgenesis and gene editing. To examine their suitability as visible markers in Lygus hesperus Knight (western tarnished plant bug), transcriptomic data were screened for sequences exhibiting homology with the Drosophila melanogaster proteins. Complete open reading frames encoding putative homologs for all seven genes were identified. Bioinformatic-based sequence and phylogenetic analyses supported initial annotations as eye coloration genes. Consistent with their proposed role, each of the genes was expressed in adult heads as well as throughout nymphal and adult development. Adult eyes of those injected with double-stranded RNAs (dsRNAs) for karmoisin, vermilion, cinnabar, cardinal, and scarlet were characterized by a red band along the medial margin extending from the rostral terminus to the antenna. In contrast, eyes of insects injected with dsRNAs for both white and brown were a uniform light brown. White knockdown also produced cuticular and behavioral defects. Based on its expression profile and robust visible phenotype, cardinal would likely prove to be the most suitable marker for developing gene editing methods in Lygus species. "
negative,"Derived esterase activity in Drosophila sechellia contributes to evolved octanoic acid resistance. The dietary specialist fruit fly Drosophila sechellia has evolved resistance to the secondary defence compounds produced by the fruit of its host plant, Morinda citrifolia. The primary chemicals that contribute to lethality of M. citrifolia are the medium-chain fatty acids octanoic acid (OA) and hexanoic acid. At least five genomic regions contribute to this adaptation in D. sechellia and whereas the fine-mapped major effect locus for OA resistance on chromosome 3R has been thoroughly analysed, the remaining four genomic regions that contribute to toxin resistance remain uncharacterized. To begin to identify the genetic basis of toxin resistance in this species, we removed the function of well-known detoxification gene families to determine whether they contribute to toxin resistance. Previous work found that evolution of cytochrome P450 enzymatic activity or expression is not responsible for the OA resistance in D. sechellia. Here, we tested the role of the two other major detoxification gene families in resistance to Morinda fruit toxins - glutathione-S-transferases and esterases - through the use of the pesticide synergists diethyl maleate and tribufos that inhibit the function of these gene families. This work suggests that one or more esterase(s) contribute to evolved OA resistance in D. sechellia. "
negative,"Genomic structure of the luciferase gene from the bioluminescent beetle, Nyctophila cf. caucasica. The gene coding for beetle luciferase, the enzyme responsible for bioluminescence in over two thousand coleopteran species has, to date, only been characterized from one Palearctic species of Lampyridae. Here we report the characterization of the luciferase gene from a female beetle of an Iranian lampyrid species, Nyctophila cf. caucasica (Coleoptera:Lampyridae). The luciferase gene was composed of seven exons, coding for 547 amino acids, separated by six introns spanning 1976 bp of genomic DNA. The deduced amino acid sequences of the luciferase gene of N. caucasica showed 98.9% homology to that of the Palearctic species Lampyris noctiluca. Analysis of the 810 bp upstream region of the luciferase gene revealed three TATA boxes and several other consensus transcriptional factor recognition sequences presenting evidence for a putative core promoter region conserved in Lampyrinae from -190 through to -155 upstream of the luciferase start codon. Along with the core promoter region the luciferase gene was compared with orthologous sequences from other lampyrid species and found to have greatest identity to Lampyris turkistanicus and Lampyris noctiluca. The significant sequence identity to the former is discussed in relation to taxonomic issues of Iranian lampyrids. "
negative,"Nuclear receptors of the honey bee: annotation and expression in the adult brain. The Drosophila genome encodes 18 canonical nuclear receptors. All of the Drosophila nuclear receptors are here shown to be present in the genome of the honey bee (Apis mellifera). Given that the time since divergence of the Drosophila and Apis lineages is measured in hundreds of millions of years, the identification of matched orthologous nuclear receptors in the two genomes reveals the fundamental set of nuclear receptors required to 'make' an endopterygote insect. The single novelty is the presence in the A. mellifera genome of a third insect gene similar to vertebrate photoreceptor-specific nuclear receptor (PNR). Phylogenetic analysis indicates that this novel gene, which we have named AmPNR-like, is a new member of the NR2 subfamily not found in the Drosophila or human genomes. This gene is expressed in the developing compound eye of the honey bee. Like their vertebrate counterparts, arthropod nuclear receptors play key roles in embryonic and postembryonic development. Studies in Drosophila have focused primarily on the role of these transcription factors in embryogenesis and metamorphosis. Examination of an expressed sequence tag library developed from the adult bee brain and analysis of transcript expression in brain using in situ hybridization and quantitative RT-PCR revealed that several members of the nuclear receptor family (AmSVP, AmUSP, AmERR, AmHr46, AmFtz-F1, and AmHnf-4) are expressed in the brain of the adult bee. Further analysis of the expression of AmUSP and AmSVP in the mushroom bodies, the major insect brain centre for learning and memory, revealed changes in transcript abundance and, in the case of AmUSP, changes in transcript localization, during the development of foraging behaviour in the adult. Study of the honey bee therefore provides a model for understanding nuclear receptor function in the adult brain. "
negative,"Nuclear receptors in Bombyx mori: insights into genomic structure and developmental expression. Nuclear receptors (NRs) function as ligand-dependent transcription factors and are involved in diverse biological processes in different animals. The updated assembly of complete genome sequence of the Bombyx mori enabled a systematic analysis of the NRs in the five holometabolous insects including B. mori, Drosophila melanogaster, Anopheles gambiae, Apis mellifera, and Tribolium castaneum. As a result, nineteen NRs were identified in the B. mori genome, each of eighteen NRs has 1:1:1:1 ortholog in the other four insects. Interestingly, the average intron number of ligand-binding domain (LBD) of each NR gene in B. mori was 2.4, much higher than that in the other four insects; the genomic position of introns in LBDs of all orthologs for each NR presents more diversity. Phylogenetic trees of all NRs from the five insects were consistent or aberrant with classical phylogeny of these insect species. The characteristics in number, genomic structure and phylogeny of all NRs revealed their evolutionary conservation and divergence during insect evolution. The expression patterns of several NR genes displayed temporal specificity similar to that in D. melanogaster and may be associated with the key biological processes during silkworm metamorphosis. The RNAi of BmbetaFTZ-F1 resulted in abnormality in larva-pupa transition, further suggesting it is also crucial for silkworm metamorphosis. In conclusion, the present study provided new insights into the structure, evolution, expression, and functions of silkworm NRs. "
negative,"Development of soybean aphid genomic SSR markers using next generation sequencing. Simple sequence repeats (SSRs) or microsatellites are very useful molecular markers, owing to their locus-specific codominant and multiallelic nature, high abundance in the genome, and high rates of transferability across species. The soybean aphid (Aphis glycines Matsumura) has become the most damaging insect pest of soybean (Glycine max (L.) Merr.) in North America, since it was first found in the Midwest of the United States in 2000. Biotypes of the soybean aphid capable of colonizing newly developed aphid-resistant soybean cultivars have been recently discovered. Genetic resources, including molecular markers, to study soybean aphids are severely lacking. Recently developed next generation sequencing platforms offer opportunities for high-throughput and inexpensive genome sequencing and rapid marker development. The objectives of this study were (i) to develop and characterize genomic SSR markers from soybean aphid genomic sequences generated by next generation sequencing technology and (ii) to evaluate the utility of the SSRs for genetic diversity or relationship analyses. In total 128 SSR primer pairs were designed from sequences generated by Illumina GAII from a reduced representation library of A. glycines. Nearly 94% (120) of the primer pairs amplified SSR alleles of expected size and 24 SSR loci were polymorphic among three aphid samples from three populations. The polymorphic SSRs were successfully used to differentiate among 24 soybean aphids from Ohio and South Dakota. Sequencing of PCR products of two SSR markers from four aphid samples revealed that the allelic polymorphism was due to variation in the SSR repeats among the aphids. These markers should be particularly useful for genetic differentiation among aphids collected from soybean fields at different localities and regions. These SSR markers provide the soybean aphid research community with the first set of PCR-based codominant markers developed from the genomic sequences of A. glycines. "
negative,"Molecular cloning, genomic structure, and genetic mapping of two Rdl-orthologous genes of GABA receptors in the diamondback moth, Plutella xylostella. The Resistance to dieldrin (Rdl) gene encodes a subunit of the insect gamma-aminobutyric acid (GABA) receptor. Cyclodiene resistance in many insects is associated with replacement of a single amino acid (alanine at position 302) with either a serine or a glycine in the Rdl gene. Two Rdl-orthologous genes of GABA receptors (PxGABARalpha1 and PxGABARalpha2) were cloned and sequenced from a susceptible strain (Roth) of Plutella xylostella. PxGABARalpha1 and PxGABARalpha2 showed 84% and 77% identity with the Rdl gene of Drosophila melanogaster at an amino acid level, respectively. The coding regions of PxGABARalpha1 and PxGABARalpha2 both comprise ten exons, with two alternative RNA-splicing forms in exon 3 of both genes. At the orthologous position of alanine-302 in D. melanogaster Rdl, PxGABARalpha1 has a conserved alanine at position 282. PxGABARalpha2 has a serine instead of an alanine at the equivalent position. With two informative DNA markers, both PxGABARalpha1 and PxGABARalpha2 were mapped onto the Z chromosome of P. xylostella. "
negative,"How interactions with plant chemicals shape insect genomes. The transition to herbivory by insects is associated with distinct genomic signatures. Sequenced genomes of extant herbivore species reveal the result of these transitions, but in lieu of comparisons between herbivorous and non-herbivorous lineages that diverged recently, such datasets have shed less light on the evolutionary genomic processes involved in diet shifts to or from herbivory. Here, we propose that the comparative genomics of diet shifts between closely related insect herbivores and non-herbivores, and within densely-sampled clades of herbivores, will help reveal the extent to which herbivory evolves through the co-option and subtle remodeling of widely-conserved gene families with functions ancestrally distinct from phytophagy. "
positive,"Molecular characterization of heat shock protein 90, 70 and 70 cognate cDNAs and their expression patterns during thermal stress and pupal diapause in the corn earworm. Three heat shock protein transcripts, hsp90, hsp70, hsc70, isolated from the corn earworm, Helicoverpa zea, were evaluated for their responsiveness to diapause and thermal stress. These Hsps showed high homology to their counterparts in other species. A phylogenetic analysis of the Hsp90 sequence was consistent with the known classification of insects. Northern blot hybridization indicated the presence of hsp90 transcripts in all tissues, but expression in the brain-subesophageal complex was especially pronounced. The genomic organization of hsp90 examined by Southern blot suggested the presence of a single copy of hsp90 in the H. zea genome. The expression patterns after heat shock indicated that hsp70 and hsp90 were heat-inducible, although hsp70 was more strongly induced than hsp90, and hsc70 was indeed a constitutively expressed member of the hsp70 family. Expression of hsp70 and hsc70 were not altered by the diapause program, but hsp90 was down-regulated at this time. Low temperatures (0-4 degrees C) and recovery from low temperature elicited hsp70 and hsp90 responses, but not an hsc70 response. Thus, unlike several other species, H. zea does not up-regulate hsp70 during pupal diapause, but the down-regulation of hsp90 is consistent with the pattern observed in several other species during diapause. Our results also indicate that hsp90 and hsp70 are responsive to low temperature in both diapausing and nondiapausing pupae. "
negative,"Cyanogenic glucosides in the biological warfare between plants and insects: the Burnet moth-Birdsfoot trefoil model system. Cyanogenic glucosides are important components of plant defense against generalist herbivores due to their bitter taste and the release of toxic hydrogen cyanide upon tissue disruption. Some specialized herbivores, especially insects, preferentially feed on cyanogenic plants. Such herbivores have acquired the ability to metabolize cyanogenic glucosides or to sequester them for use in their own predator defense. Burnet moths (Zygaena) sequester the cyanogenic glucosides linamarin and lotaustralin from their food plants (Fabaceae) and, in parallel, are able to carry out de novo synthesis of the very same compounds. The ratio and content of cyanogenic glucosides is tightly regulated in the different stages of the Zygaena filipendulae lifecycle and the compounds play several important roles in addition to defense. The transfer of a nuptial gift of cyanogenic glucosides during mating of Zygaena has been demonstrated as well as the possible involvement of hydrogen cyanide in male assessment and nitrogen metabolism. As the capacity to de novo synthesize cyanogenic glucosides was developed independently in plants and insects, the great similarities of the pathways between the two kingdoms indicate that cyanogenic glucosides are produced according to a universal route providing recruitment of the enzymes required. Pyrosequencing of Z. filipendulae larvae de novo synthesizing cyanogenic glucosides served to provide a set of good candidate genes, and demonstrated that the genes encoding the pathway in plants and Z. filipendulae are not closely related phylogenetically. Identification of insect genes involved in the biosynthesis and turn-over of cyanogenic glucosides will provide new insights into biological warfare as a determinant of co-evolution between plants and insects. "
positive,"Characterization of antennal chemosensilla and associated odorant binding as well as chemosensory proteins in the Eupeodes corollae (Diptera: Syrphidae). Aphidophagous syrphids are important for pest control and pollination in various agroecosystems. However, the mechanism underlying olfaction, which is critical for insect' behavioral processes and fitness, has not been well understood in the family Syrphidae. Hence, we performed a systematic identification and characterisation of the antennal sensilla and two groups of soluble proteins, odorant-binding proteins (OBPs) and chemosensory proteins (CSPs), in the hoverfly Eupeodes corollae. (i) With scanning electron microscopy, four major types of sensilla (chaetic sensilla [two subtypes], trichoid sensilla, basiconic sensilla [two subtypes] and coeloconic sensilla), with numerous microtrichia, were first observed along the entire surface of aristate antennae of both sexes of E. corollae. Of these, only chaetic sensillum was found on the first two antennal segments, scape and pedicel, while the other types of sensilla were located on the flagellum. No marked difference was observed in the morphological structure or distributional pattern of any of the sensilla between the two sexes. (ii) By molecular cloning and bioinformatic analysis, 7 EcorCSPs and 28 EcorOBPs (20 classic OBPs, 5 minus-C OBPs, and 3 plus-C OBPs) were directly identified from the species, which all share the characteristic hallmarks of their family, including the presence of a signal peptide and conserved cysteine signature. (iii) RT-qPCR of these chemosensory genes showed predominately tissue-biased expression patterns; 32 of the 35 EcorOBPs / CSPs were uniquely or primarily expressed in the main olfactory organs, either the antennae or head. (iv) Among these, several genes (EcorCSP2 and EcorOBP1, 9, 12, 15-17, 20) appeared to be antenna-biased. In situ hybridization assays indicated that each antenna-biased chemosensory gene was expressed in a different number of cells, suggesting they might play a more vital role in odour recognition and perception and could be potential candidates to study their biological functions in vivo and in vitro. Together, our current findings provide a basis for future studies on how syrphids utilize chemical cues to regulate their behavior during interactions among the natural enemy, its prey, and host plant in agro-ecosystems. "
negative,"Insect transgenesis and its potential role in agriculture and human health. The ability to genetically engineer insects other than Drosophila melanogaster has further extended modern genetic techniques into important insect pest species ranging from fruit fly pests of horticulture to mosquito vectors of human disease. In only a relatively short period of time, a range of transgenes have been inserted into more than 10 insect pest species. Genetic transformation of these pest species has proven to be a very important laboratory tool in analyzing gene function and effects on phenotype however the full extension of this technology into the field is yet to be realized. Here we briefly review the development of transgenic technology in pest insect species and discuss the challenges that remain in this applied area of insect genetics and entomology. "
negative,"Genome Editing: From Drosophila to Non-Model Insects and Beyond. Insect is the largest group of animals on land. Many insect species inflict economical and health losses to humans. Yet many more benefit us by helping to maintain balances in our ecosystem. The benefits that insects offer remain largely untapped, justifying our continuing efforts to develop tools to better understand their biology and to better manage their activities. Here we focus on reviewing the progresses made in the development of genome engineering tools for model insects. Instead of detailed descriptions of the molecular mechanisms underlying each technical advance, we focus our discussion on the logistics for implementing similar tools in non-model insects. Since none of the tools were developed specific for insects, similar approaches can be applied to other non-model organisms. "
positive,"Bmo-miR-79 downregulates the expression of BmEm4 in the silkworm, Bombyx mori. MicroRNA is an important regulation factor in insect development and metamorphosis. It has been reported that E(spl)m4 is a miRNA-targeted gene, as well as the target of the Notch signaling pathway in Drosophila. The expression of E(spl)m4 can be regulated by microRNA and further affect the neural development of Drosophila. Here, we found that BmEm4, an ortholog of E(spl)m4 from Bombyx mori, was the target gene of bmo-miR-79, with target sites containing the Brd and K boxes of the BmEm4_3'UTR, which was validated by the dual luciferase reporter (DLR) assay. Furthermore, bmo-miR-79 mimics can inhibit the expression of BmEm4 in BmN cells after transfection, and bmo-miR-79 can also inhibit the expression of BmEm4 in different developmental stages of Bombyx mori at a posttranscriptional level, to different degrees. The EMSA test further showed that bmo-miR-79 could bind to BmAGO2, which is the Bombyx mori argonaute2 protein, suggesting that bmo-miR-79 might regulate the expression of BmEm4 by forming miRISC complexes with BmAGO2. Taken together, bmo-miR-79 could regulate the expression of BmEm4 mediated by BmAGO2 and further affect its function in the silkworm Bombyx mori. "
positive,"Molecular characterization, spatial-temporal expression and magnetic response patterns of iron-sulfur cluster assembly1 (IscA1) in the rice planthopper, Nilaparvata lugens. The mechanisms of magnetoreception have been proposed as the magnetite-based, the chemical radical-pair and biocompass model, in which magnetite particles, the cryptochrome (Cry) or iron-sulfur cluster assembly 1 (IscA1) may be involved. However, little is known about the association among the molecules. Here we investigated the molecular characterization and the mRNA expression of IscA1 in different developmental stages, tissues and magnetic fields in the migratory brown planthopper (BPH), Nilaparvata lugens. NlIscA1 contains an open reading frame of 390 bp, encoding amino acids of 129, with the predicted molecular weight of 14.0 kDa and the isoelectric point of 9.10. Well-conserved Fe-S cluster binding sites were observed in the predicted protein. Phylogenetic analysis demonstrated NlIscA1 to be clustered into the insect's IscA1. NlIscA1 showed up-regulated mRNA expression during the period of migration. The mRNA expression of NlIscA1 could be detected in all the three tissues of head, thorax and abdomen, with the highest expression level in the abdomen. For the macropterous migratory Nilaparvata lugens, mRNA expression of NlIscA1 and N. lugens cryptochrome1 (Nlcry1) were up-regulated under the magnetic fields of 5 Gauss and 10 Gauss in strength (vs. local geomagnetic field), while N. lugens cryptochrome2 (Nlcry2) remained stable. For the brachyterous non-migratory Nilaparvata lugens, no significant changes were found in mRNA expression of NlIscA1, Nlcry1 and Nlcry2 among different magnetic fields. These findings preliminarily reveal that the expression of NlIscA1 and Nlcry1 exhibited coordinated responses to the magnetic field. It suggests some potential associations among the putative magneto-sensitive molecules of cryptochrome and iron-sulfur cluster assembly. "
negative,"A genome-wide signature of positive selection in ancient and recent invasive expansions of the honey bee Apis mellifera. Apis mellifera originated in Africa and extended its range into Eurasia in two or more ancient expansions. In 1956, honey bees of African origin were introduced into South America, their descendents admixing with previously introduced European bees, giving rise to the highly invasive and economically devastating ""Africanized"" honey bee. Here we ask whether the honey bee's out-of-Africa expansions, both ancient and recent (invasive), were associated with a genome-wide signature of positive selection, detected by contrasting genetic differentiation estimates (F(ST)) between coding and noncoding SNPs. In native populations, SNPs in protein-coding regions had significantly higher F(ST) estimates than those in noncoding regions, indicating adaptive evolution in the genome driven by positive selection. This signal of selection was associated with the expansion of honey bees from Africa into Western and Northern Europe, perhaps reflecting adaptation to temperate environments. We estimate that positive selection acted on a minimum of 852-1,371 genes or approximately 10% of the bee's coding genome. We also detected positive selection associated with the invasion of African-derived honey bees in the New World. We found that introgression of European-derived alleles into Africanized bees was significantly greater for coding than noncoding regions. Our findings demonstrate that Africanized bees exploited the genetic diversity present from preexisting introductions in an adaptive way. Finally, we found a significant negative correlation between F(ST) estimates and the local GC content surrounding coding SNPs, suggesting that AT-rich genes play an important role in adaptive evolution in the honey bee. "
positive,"Germline expression of the hunchback orthologues in the asexual viviparous aphids: a conserved feature within the Aphididae. In animals, differentiation of germline from soma usually takes place during embryogenesis. Genes and their products that are preferentially expressed in the embryonic germ cells are regarded as candidates for maintaining germline fate or promoting germline identity. In Drosophila, for example, the protein encoded by the germline gene vasa is specifically restricted to the germ cells, while products of the gap gene hunchback (hb), a somatic gene, are preferentially expressed in the neuroblasts. In this study, we report the expression of both messenger RNA and protein encoded by Aphb, an hb orthologue in the asexual viviparous pea aphid Acyrthosiphon pisum, in germ cells as well as in neuroblasts. We infer that expression of Aphb messenger RNA in the germ cells during the formation of germaria is required for the anterior localization of Aphb in the protruding oocytes. Germarial expression and anterior localization of ApKrüppel was also identified but, unlike Aphb, its expression was not detected in the migrating germ cells. Very similar patterns of hb expression were also identified in the green peach aphid Myzus persicae, suggesting that germline expression of hb is conserved within the Aphididae. To date, this pattern of hb germline expression has not been reported in other insects. "
negative,"A breakthrough in the artificial cultivation of Chinese cordyceps on a large-scale and its impact on science, the economy, and industry. Chinese cordyceps, an entity of the Chinese caterpillar fungus (Ophiocordyceps sinensis, syn. Cordyceps sinensis) that parasitizes ghost moth larvae, is one of the best known traditional Chinese medicines and is found exclusively on the Tibetan Plateau with limited natural resources. Although the fungus O. sinensis can grow on artificial substrates and the ghost moth has been successfully reared, the large-scale artificial cultivation of Chinese cordyceps has only recently been accomplished after several decades of efforts and attempts. In this article, research progress related to this breakthrough from living habitats, the life history of the fungus, its host insect, fungal isolation and culture, host larvae rearing, infection cycle of the fungus to the host, primordium induction, and fruiting body development have been reviewed. An understanding of the basic biology of O. sinensis, its host insect and the simulation of the Tibetan alpine environment resulted in the success of artificial cultivation on a large scale. Practical workshop production has reached annual yields of 2.5, 5, and 10 tons in 2014, 2015, and 2016, respectively. There was no difference in the chemical components detected between the cultivated and natural Chinese cordyceps. However, the artificial cultivation system can be controlled to avoid heavy metal contamination and results in high-quality products. Although omics studies, including genomic, transcriptomic, proteomic, and metabolomic studies, have helped to understand the biology of the fungus, the success of the artificial cultivation of the Chinese cordyceps is clearly a milestone and provides the possibility for research on the in-depth mechanisms of the interaction between the fungus and host insects and their adaptation to the harsh habitats. This cultivation will not only result in a large industry to alleviate the pressure of human demand but also protect the limited natural resources for sustainable utilization. "
negative,"Draft genome of the mountain pine beetle, Dendroctonus ponderosae Hopkins, a major forest pest. BACKGROUND: The mountain pine beetle, Dendroctonus ponderosae Hopkins, is the most serious insect pest of western North American pine forests. A recent outbreak destroyed more than 15 million hectares of pine forests, with major environmental effects on forest health, and economic effects on the forest industry. The outbreak has in part been driven by climate change, and will contribute to increased carbon emissions through decaying forests. RESULTS: We developed a genome sequence resource for the mountain pine beetle to better understand the unique aspects of this insect's biology. A draft de novo genome sequence was assembled from paired-end, short-read sequences from an individual field-collected male pupa, and scaffolded using mate-paired, short-read genomic sequences from pooled field-collected pupae, paired-end short-insert whole-transcriptome shotgun sequencing reads of mRNA from adult beetle tissues, and paired-end Sanger EST sequences from various life stages. We describe the cytochrome P450, glutathione S-transferase, and plant cell wall-degrading enzyme gene families important to the survival of the mountain pine beetle in its harsh and nutrient-poor host environment, and examine genome-wide single-nucleotide polymorphism variation. A horizontally transferred bacterial sucrose-6-phosphate hydrolase was evident in the genome, and its tissue-specific transcription suggests a functional role for this beetle. CONCLUSIONS: Despite Coleoptera being the largest insect order with over 400,000 described species, including many agricultural and forest pest species, this is only the second genome sequence reported in Coleoptera, and will provide an important resource for the Curculionoidea and other insects. "
negative,"CRISPR / Cas9-mediated knockout of two eye pigmentation genes in the brown planthopper, Nilaparvata lugens (Hemiptera: Delphacidae). The brown planthopper Nilaparvata lugens is one of the most destructive insect pests in Asia, demonstrating high fertility and causing huge crop losses by sucking sap of rice as well as transmitting viruses. However, functional genomic studies on N. lugens are seriously constrained by lack of genetic tools. Here, we employed two eye pigmentation genes to generate germ-line mutations in N. lugens using the CRISPR / Cas9 (clustered regularly interspaced palindromic repeats / CRISPR-associated) system. We showed that injection of single guide RNA of the cinnabar gene of N. lugens (Nl-cn) into pre-blastoderm eggs induced insertion and deletion (indels) in the founder generation (G0), which were heritably transmitted to the following G1 generation, leading to bright red compound eyes and ocelli. Mutations of N. lugens white (Nl-w) generated a high mutant rate of up to 27.3%, resulting in mosaic eyes consisting of white and lightly pigmented ommatidia in both G0 and G1 individuals. The specificity of CRISPR / Cas9-mediated mutagenesis was further bolstered by PCR and RNA interference-based knockdown analysis. These results show that CRISPR / Cas9-mediated gene editing is achievable in a hemipteran insect, offering a valuable tool for the study of functional genomics and pest management in this planthopper species. "
negative,"Structure of the yellow sac spider Cheiracanthium punctorium genes provides clues to evolution of insecticidal two-domain knottin toxins. Yellow sac spiders (Cheiracanthium punctorium, family Miturgidae) are unique in terms of venom composition, because, as we show here, two-domain toxins have replaced the usual one-domain peptides as the major constituents. We report the structure of the two-domain Che. punctorium toxins (CpTx), along with the corresponding cDNA and genomic DNA sequences. At least three groups of insecticidal CpTx were identified, each consisting of several members. Unlike many cone snail and snake toxins, accelerated evolution is not typical of cptx genes, which instead appear to be under the pressure of purifying selection. Both CpTx modules present the inhibitor cystine knot (ICK), or knottin signature; however, the sequence similarity between the domains is low. Conversely, notable similarity was found between separate domains of CpTx and one-domain toxins from spiders of the Lycosidae family. The observed chimerism is a landmark of exon shuffling events, but in contrast to many families of multidomain protein genes no introns were found in the cptx genes. Considering the possible scenarios, we suggest that an early transcription-mediated fusion event between two related one-domain toxin genes led to the emergence of a primordial cptx-like sequence. We conclude that evolution of toxin variability in spiders appears to be quite different from other venomous animals.  "
negative,"A model species for agricultural pest genomics: the genome of the Colorado potato beetle, Leptinotarsa decemlineata (Coleoptera: Chrysomelidae). The Colorado potato beetle is one of the most challenging agricultural pests to manage. It has shown a spectacular ability to adapt to a variety of solanaceaeous plants and variable climates during its global invasion, and, notably, to rapidly evolve insecticide resistance. To examine evidence of rapid evolutionary change, and to understand the genetic basis of herbivory and insecticide resistance, we tested for structural and functional genomic changes relative to other arthropod species using genome sequencing, transcriptomics, and community annotation. Two factors that might facilitate rapid evolutionary change include transposable elements, which comprise at least 17% of the genome and are rapidly evolving compared to other Coleoptera, and high levels of nucleotide diversity in rapidly growing pest populations. Adaptations to plant feeding are evident in gene expansions and differential expression of digestive enzymes in gut tissues, as well as expansions of gustatory receptors for bitter tasting. Surprisingly, the suite of genes involved in insecticide resistance is similar to other beetles. Finally, duplications in the RNAi pathway might explain why Leptinotarsa decemlineata has high sensitivity to dsRNA. The L. decemlineata genome provides opportunities to investigate a broad range of phenotypes and to develop sustainable methods to control this widely successful pest. "
negative,"Genomewide clonal analysis of lethal mutations in the Drosophila melanogaster eye: comparison of the X chromosome and autosomes. Using a large consortium of undergraduate students in an organized program at the University of California, Los Angeles (UCLA), we have undertaken a functional genomic screen in the Drosophila eye. In addition to the educational value of discovery-based learning, this article presents the first comprehensive genomewide analysis of essential genes involved in eye development. The data reveal the surprising result that the X chromosome has almost twice the frequency of essential genes involved in eye development as that found on the autosomes. "
negative,"A computational and experimental approach to validating annotations and gene predictions in the Drosophila melanogaster genome. Five years after the completion of the sequence of the Drosophila melanogaster genome, the number of protein-coding genes it contains remains a matter of debate; the number of computational gene predictions greatly exceeds the number of validated gene annotations. We have assembled a collection of >10,000 gene predictions that do not overlap existing gene annotations and have developed a process for their validation that allows us to efficiently prioritize and experimentally validate predictions from various sources by sequencing RT-PCR products to confirm gene structures. Our data provide experimental evidence for 122 protein-coding genes. Our analyses suggest that the entire collection of predictions contains only approximately 700 additional protein-coding genes. Although we cannot rule out the discovery of genes with unusual features that make them refractory to existing methods, our results suggest that the D. melanogaster genome contains approximately 14,000 protein-coding genes. "
positive,"Orcokinins regulate the expression of neuropeptide precursor genes related to ecdysis in the hemimetabolous insect Rhodnius prolixus. Ecdysis is a vital process for insects, during which they shed the old cuticle in order to emerge as the following developmental stage. Given its relevance for survival and reproduction, ecdysis is tightly regulated by peptidic hormones that conform an interrelated neuromodulatory network. This network was studied in species that undergo a complete metamorphosis, but not in hemimetabola. In a recent work, we demonstrated that orcokinin neuropeptides are essential for ecdysis to occur in the kissing bug Rhodnius prolixus. Here we performed gene silencing, quantitative PCR and in vitro treatments in order to study the interrelationships between RhoprOKs and hormones such as ecdysis triggering hormone, corazonin, eclosion hormone, crustacean cardioactive peptide and ecdysone. Our results suggest that RhoprOKs directly or indirectly regulate the expression of other genes. Whereas RhoprOKA is centrally involved in the regulation of gene expression, RhoprOKB is implicated in processes related to midgut physiology. Therefore, we propose that the different transcripts encoded in RhoprOK gene could integrate signaling cues, in order to coordinate the nutritional state with development and ecdysis. Given the emerging data that point to OKs as important factors for survival and reproduction, they could be candidates in the search for new insect management strategies based on neuroendocrine targets. "
negative,"Insect mitochondrial genomics 2: The complete mitochondrial genome sequence of a giant stonefly, Pteronarcys princeps, asymmetric directional mutation bias, and conserved plecopteran A+T-region elements. Mitochondrial (mt) genome sequences of insects are receiving renewed attention in molecular phylogentic studies, studies of mt-genome rearrangement, and other unusual molecular phenomena, such as translational frameshifting. At present, the basal neopteran lineages are poorly represented by mt-genome sequences. Complete mt-genome sequences are available in the databases for only the Orthoptera and Blatteria; 9 orders are unrepresented. Here, we present the complete mt-genome sequence of a giant stonefly, Pteronarcys princeps (Plecoptera; Pteronarcyidae). The 16,004 bp genome is typical in its genome content, gene organisation, and nucleotide composition. The genome shows evidence of strand-specific mutational biases, correlated with the time between the initiation of leading and the initiation of lagging strand replication. Comparisons with other insects reveal that this trend is seen in other insect groups, but is not universally consistent among sampled mt-genomes. The A+T region is compared with that of 2 stoneflies in the family Peltoperlidae. Conserved stem-loop structures and sequence blocks are noted between these distantly related families. "
negative,"Molecular cloning and characterization of a prenyltransferase from the cotton aphid, Aphis gossypii. Prenyltransferases play a key role in isoprenoid biosynthesis. Here, a cDNA encoding a prenyltransferase was isolated from the cotton aphid, Aphis gossypii, which consists of 1354 nucleotides and encodes a protein of 394 amino acids (AgIPPS). Subsequent sequencing of AgIPPS genomic DNA resulted in one 3138-bp sequence. Southern blotting analysis indicated that only a single IPPS gene exists in the cotton aphid. Real-time quantitative PCR showed that AgIPPS transcripts were mainly present at the corpora allatum, but small quantity could be detected in tissues other than the corpora allatum. Transcript abundance changed in an alternative manner at different life stages. High expression was observed in embryos, second and forth instar nymphs and adults, but only low level was detected in the first and third instars. Functional expression, activity assay and product analysis revealed that the mature form of AgIPPS (AgIPPS-S) could efficiently convert labeled isopentenyl diphosphate in the presence of dimethylallyl diphosphate to both geranyl diphosphate (GPP) and farnesyl diphosphate (FPP). These data suggested that, unlike the green peach aphid and the pea aphid, the cotton aphid appears to contain only a single IPPS with dual FPP / GPP synthase activity. "
